Restrição de Atendimento;Nome;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Tipo;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude;Lat tratada;Long tratada;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO EVORA;50035690;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA TREZE DE JUNHO, 1882 MONTE CASTELO. 79010-200 Campo Grande - MS.;(67) 991063609;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Médio;;-2.044.922.728;-5.460.920.059;-2.044.922.728;-5.460.920.059;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO STATUS - UNIDADE II;50035703;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PEDRO DAVID MEDEIROS, 211 JARDIM PAULISTA. 79050-280 Campo Grande - MS.;(67) 30252010;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EXCLUSIVA DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO;ESCOLA INTEGRADA HORIZONTE - CAEEH;50035720;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;TRAVESSA FILOMENA ALEXANDRE GONCALVES, 177 LAR DO TRABALHADOR. SOBRINHO. 79110-510 Campo Grande - MS.;(67) 991329920;Privada;Filantrópica;Sim;Sim;Escola sem matrícula de escolarização;;Atendimento Educacional Especializado;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - CLAUDETE DE OLIVEIRA DA VERA CRUZ;50035738;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RODOVIA MS-080, KM 10, S/N CONJUNTO JOSE ABRAO. 79114-901 Campo Grande - MS.;(67) 33680192;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MATER CARMELI;50035746;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AUGUSTO SEVERO, 84 VILA PLANALTO. 79009-480 Campo Grande - MS.;(67) 999738737;Privada;Confessional;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA PROFª NAZARETH MENDES SILVA - EP NMS;50035754;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VINTE E CINCO DE DEZEMBRO, 262 JARDIM DOS ESTADOS. 79002-504 Campo Grande - MS.;(67) 33250997;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;Educação de Jovens Adultos;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EXCLUSIVA DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO MARCELO TAKAHASHI;50035770;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GOMES FREIRE, 180 VILA SANTO AMARO. 79112-050 Campo Grande - MS.;(67) 33615235;Privada;Filantrópica;Sim;Sim;Escola sem matrícula de escolarização;;Atendimento Educacional Especializado;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA SOMAE;50035797;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ABRAO JULIO RAHE, 545 CENTRO. 79010-010 Campo Grande - MS.;(67) 33847909;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL MANOEL DE BARROS;50035800;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CARDOSO DE ALMEIDA, 586 JARDIM SAO LOURENCO. 79041-300 Campo Grande - MS.;(67) 33416666;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-204.764.531;-545.858.856;-204.764.531;-545.858.856;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNDO MAGICO UNIDADE II;50035827;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SANTO AMARO, 385 VILA SANTO AMARO. 79112-100 Campo Grande - MS.;(67) 33255772;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA IMAGINAR UNIDADE I;50035843;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GUARAPUAVA, 533 PANORAMA. 79044-630 Campo Grande - MS.;(67) 33440174;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA IMAGINAR UNIDADE II;50035851;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PEDRO COUTINHO, 224 CENTRO. 79020-280 Campo Grande - MS.;(67) 32119004;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA IMAGINAR UNIDADE III;50035860;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GERALDO AGOSTINHO RAMOS, 696 TV MORENA. 79050-080 Campo Grande - MS.;(67) 33440174;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL NOVO FUTURO LTDA;50035959;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MEDRADO, 433 JARDIM CENTRO OESTE. 79073-183 Campo Grande - MS.;(67) 993034631;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROFª DULCE COUTRIM DE FREITAS;50035975;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ATENAS, JARDIM INAPOLIS. 79108-303 Campo Grande - MS.;(67) 996003813;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;DESAFIO CENTRO EDUCACIONAL;50036009;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GUIA LOPES, 363 AMAMBAI. 79005-330 Campo Grande - MS.;(67) 30284298;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-2.047.031;-5.463.428;-2.047.031;-5.463.428;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO STATUS - UNIDADE JARDIM DOS ESTADOS;50036033;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA EDUARDO SANTOS PEREIRA, 1850 MONTE CASTELO. 79010-030 Campo Grande - MS.;(67) 992615456;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;GAPPE ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL LTDA;50036050;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VINTE E CINCO DE DEZEMBRO, 1107 MONTE CASTELO. 79010-220 Campo Grande - MS.;(67) 33820317;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MAPLE BEAR - UNIDADE II;50036068;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DOUTOR ZERBINI, 600 CHACARA CACHOEIRA. 79040-040 Campo Grande - MS.;(67) 981590706;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA COLO DE MAE;50036076;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DOM AQUINO, 2231 CENTRO. 79002-183 Campo Grande - MS.;(67) 999053572;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;Atividade Complementar;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO DE EDUCACAO BOA NOVA;50036130;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA LINDOIA, 661 VILA MARLI. 79117-034 Campo Grande - MS.;(67) 32133711;Privada;Confessional;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;GRAU TECNICO - CAMPO GRANDE CENTRO;50036157;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA QUATORZE DE JULHO, 2678 CENTRO. 79002-336 Campo Grande - MS.;(67) 32228140;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Profissional;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA AMARELINHA YELLOW - UNIDADE II;50036165;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA HUGO PEREIRA DO VALE, 267 MATA DO JACINTO. 79033-210 Campo Grande - MS.;(67) 33545566;Privada;Particular;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO FUTURO LTDA;50036173;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AURIVERDE, 7 TIRADENTES. 79042-830 Campo Grande - MS.;(67) 991077575;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA AGUAPE;50036181;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GOIAS, 1565 JARDIM DOS ESTADOS. 79020-101 Campo Grande - MS.;(67) 992053309;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA CHEIRO DE ALECRIM;50036190;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PERNAMBUCO, 1536 VILA GOMES. 79022-340 Campo Grande - MS.;(67) 30420070;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDUCANDARIO ESPIRITA BLAISE PASCAL;50038206;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA ENGENHEIRO LUTHERO LOPES, 565 JAR HORTENCIAS III. CONJUNTO AERO RANCHO. 79084-180 Campo Grande - MS.;(67) 33810520;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atividade Complementar;-205.140.945;-546.426.788;-205.140.945;-546.426.788;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESPIRITA ANALIA FRANCO;50038400;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ALBERTO ALBERTINI, 394 MORADA DO SOL. 79073-210 Campo Grande - MS.;(67) 33970791;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.546;-54.634;-20.546;-54.634;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE NOSSA SENHORA AUXILIADORA - UNIDADE I;50038605;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SAO PAULO, 1253 VILA CELIA. 79010-050 Campo Grande - MS.;(67) 996498410;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-204.472;-5.460.202;-204.472;-5.460.202;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI RAMZA BEDOGLIN DOMINGOS;50041207;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA LUCIA DOS SANTOS, S/N DOM ANTONIO BARBOSA. 79075-104 Campo Grande - MS.;(67) 20204282;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-205.513.941;-546.461.157;-205.513.941;-546.461.157;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI MARIA OLIVEIRA LIMA;50041215;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA BARUERI, S/N ESQUINA COM ARACATI. MORENINHA I. 79065-190 Campo Grande - MS.;(67) 20204252;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-205.483.963;-545.735.744;-205.483.963;-545.735.744;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROFª AYD CAMARGO CESAR;50041401;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA EVELINA FIGUEIREDO SELINGARDI, 1488 PARQUE DO LAGEADO. 79075-015 Campo Grande - MS.;(67) 20204278;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-205.595.042;-546.495.949;-205.595.042;-546.495.949;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI LAFAYETE CAMARA DE OLIVEIRA;50041606;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA TERCILIA DE MELO, S/N VILA MANOEL TAVEIRA. 79115-470 Campo Grande - MS.;(67) 20204239;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.042.659.246;-5.465.105.155;-2.042.659.246;-5.465.105.155;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI MARIA CARLOTA TIBAU DE VASCONCELOS;50041800;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA CATIGUA, 1579 PAULO COELHO MACHADO. 79072-269 Campo Grande - MS.;(67) 20204247;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.055.220.283;-5.460.608.067;-2.055.220.283;-5.460.608.067;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA CRISTA ESTACAO CRIANCA;50042807;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MARANHAO, 79 VILA RICA. 79022-560 Campo Grande - MS.;(67) 30422900;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-2.044.103;-5.460.313;-2.044.103;-5.460.313;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO DE ENSINO FUNDAMENTAL NOVA GERACAO;50051806;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ALBERT SABIN, 885 VILA TAVEIROPOLIS. 79090-160 Campo Grande - MS.;(67) 33311591;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-2.047.532;-5.464.464;-2.047.532;-5.464.464;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI REGINA VITORAZZI SEBBEN;50059866;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ZULMIRA BORBA, 2044 CONJUNTO OSCAR SALAZAR. 79017-043 Campo Grande - MS.;(67) 20204283;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.038.700.323;-5.457.824.386;-2.038.700.323;-5.457.824.386;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROF EDISON DA SILVA;50059874;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ANA LUIZA DE SOUZA, 2414 UNIVERSITARIO. 79070-140 Campo Grande - MS.;(67) 20204272;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.052.355.062;-5.462.444.321;-2.052.355.062;-5.462.444.321;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI SANDRA MARA GOBBO;50059882;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA FRANCISCO ANTONIO DE SOUZA, S/N PORTAL CAIOBA II. 79096-701 Campo Grande - MS.;(67) 20204284;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.517.475;-546.866.653;-20.517.475;-546.866.653;;;;
